"state";"id";"huc";"dt";"peakflow";"base_med";"ros";"date";"smp";"mult";"temp_degc_av";"temp_degc_med";"temp_degc_min";"temp_degc_max";"prec_av";"prec_med";"prec_min";"prec_max";"prec_sum";"snow_dep_av";"snow_dep_med";"snow_dep_min";"snow_dep_max";"swe_av";"swe_med";"swe_min";"swe_max";"soil_mp8in_av";"soil_mp8in_med";"soil_mp8in_min";"soil_mp8in_max";"soil_mp20in_av";"soil_mp20in_med";"soil_mp20in_min";"soil_mp20in_max";"melt_av";"melt_med";"melt_min";"melt_max";"elev_av";"elev_med";"elev_min";"elev_max";"ros_num";"cv";"huc4";"geometry";"lon";"lat"
"CA";10289000;16050301;2023-05-21 18:00:00;757;202;"non-ros";2023-05-22;1;3,74752475247525;6,24;6,3;5,1;7;0,5;0;0;2,5;2,5;204,2;206;193;216;1060,68;1056,6;1010,9;1117,6;29,26;25,9;25,4;40,5;31,82;26,8;24,7;40,7;26,4;25,3999999999999;20,3000000000001;30,5;9400;9400;9400;9400;0;1;"1605";c(-119.2101533, 38.19186474);-119,2101533;38,19186474
"CA";10289500;16050301;2010-06-06 09:00:00;451;45,5;"non-ros";2010-06-06;1;9,91208791208791;7,16;8,3;4,3;9,3;0;0;0;0;0;42,8;43;28;56;170,16;175,3;116,8;218,4;25,42;21,7;20,9;40,4;24,6;15,6;12,7;40,6;33,52;25,4;20,3;66;9400;9400;9400;9400;0;1;"1605";c(-119.2337656, 38.17380969);-119,2337656;38,17380969
"CA";10289500;16050301;2023-06-19 06:00:00;427;149;"non-ros";2023-06-19;1;2,86577181208054;6,1;5,1;4,9;10,1;0;0;0;0;0;93,8;94;81;104;492,78;495,3;424,2;556,3;40,5;40,5;40,5;40,5;40,7;40,7;40,7;40,7;34,56;38,0999999999999;22,9;45,7;9400;9400;9400;9400;0;1;"1605";c(-119.2337656, 38.17380969);-119,2337656;38,17380969
"CA";10289500;16050301;2023-07-04 08:00:00;541;162;"non-ros";2023-07-04;1;3,33950617283951;9,82;10,5;5,7;12,9;0;0;0;0;0;9,2;8;0;23;33;33;0;78,7;33,26;33,3;32,1;34,4;31,22;27,9;23;40,7;15,74;20,3;0;33;9400;9400;9400;9400;0;1;"1605";c(-119.2337656, 38.17380969);-119,2337656;38,17380969
"CA";10290500;16050301;1995-07-10 14:00:00;608;500;"non-ros";1995-07-10;1;1,216;9,7;9,7;8;11,9;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;9400;9400;9400;9400;0;7;"1605";c(-119.3246032, 38.17214225);-119,3246032;38,17214225
"CA";10290500;16050301;1997-01-03 07:00:00;1170;38;"ros";1997-01-03;1;30,7894736842105;2,38;3,1;0,1;3,7;33,02;10,2;0;96,5;165,1;NA;NA;NA;NA;514,08;510,5;485,1;558,8;NA;NA;NA;NA;NA;NA;NA;NA;25,9;0;0;78,6999999999999;9400;9400;9400;9400;1;7;"1605";c(-119.3246032, 38.17214225);-119,3246032;38,17214225
"CA";10290500;16050301;2023-07-05 17:00:00;635;432;"non-ros";2023-07-06;1;1,46990740740741;11,44;11;10,4;12,9;0;0;0;0;0;1,6;0;0;8;6,6;0;0;33;31,92;32,1;30,3;33,3;23,46;23;20;27,9;6,6;0;0;33;9400;9400;9400;9400;0;7;"1605";c(-119.3246032, 38.17214225);-119,3246032;38,17214225
"CA";10293000;16050301;1997-01-04 03:00:00;1910;171;"ros";1997-01-04;1;11,1695906432749;1,52;3,1;-3;3,7;32;5,1;0;96,5;160;NA;NA;NA;NA;523,74;513,1;502,9;558,8;NA;NA;NA;NA;NA;NA;NA;NA;28,44;12,7;0;78,6999999999999;9400;9400;9400;9400;1;7;"1605";c(-119.2148759, 38.3276958);-119,2148759;38,3276958
"CA";10293000;16050301;2017-06-29 12:00:00;1560;820;"non-ros";2017-06-29;1;1,90243902439024;11,92;12,2;10,1;12,9;0;0;0;0;0;0;0;0;0;0;0;0;0;24,64;24,6;22,6;26,7;15,18;15,5;14;16;0;0;0;0;9400;9400;9400;9400;0;7;"1605";c(-119.2148759, 38.3276958);-119,2148759;38,3276958
"CA";10293000;16050301;2023-06-06 13:00:00;1330;1290;"ros";2023-06-06;1;1,03100775193798;4;4,1;2,3;5,6;2,04;0;0;10,2;10,2;144,2;142;137;155;749,8;754,4;711,2;787,4;40,5;40,5;40,5;40,5;40,7;40,7;40,7;40,7;18,8;17,8;15,1999999999999;28;9400;9400;9400;9400;1;7;"1605";c(-119.2148759, 38.3276958);-119,2148759;38,3276958
"CA";10296000;16050302;1995-06-05 02:00:00;3050;1520;"non-ros";1995-06-05;1;2,00657894736842;2,76;3,25;-0,05;5,35;0,5;0;0;2,5;2,5;NA;NA;NA;NA;645,91;650,2;582,95;707,4;NA;NA;NA;NA;NA;NA;NA;NA;29,71;29,15;11,4500000000002;45,75;9009,5;9009,5;9009,5;9009,5;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;1995-07-09 04:00:00;3860;2550;"non-ros";1995-07-09;1;1,51372549019608;NA;NA;NA;NA;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;9009,5;9009,5;9009,5;9009,5;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;1996-05-16 11:00:00;4610;1030;"non-ros";1996-05-16;1;4,47572815533981;5,59;5,6;3,75;8,3;5,33;0;0;26,65;26,65;NA;NA;NA;NA;207,77;201,95;160;269,25;NA;NA;NA;NA;NA;NA;NA;NA;29,72;27,95;12,7;58,45;9009,5;9009,5;9009,5;9009,5;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;1997-01-02 15:00:00;12300;120;"ros";1997-01-02;1;102,5;-0,47;0,15;-5,1;2,1;35,56;17,75;1,25;82,55;177,8;NA;NA;NA;NA;475,73;481,3;458,45;490,2;NA;NA;NA;NA;NA;NA;NA;NA;15,25;3,85000000000002;0;52,1000000000001;9009,5;9009,5;9009,5;9009,5;1;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2003-05-30 01:00:00;3010;1430;"non-ros";2003-05-30;1;2,10489510489511;7,62;7;3,65;12,4;0;0;0;0;0;NA;NA;NA;NA;178,55;181,6;102,85;251,45;NA;NA;NA;NA;NA;NA;NA;NA;33,02;33,05;2,5;59,65;9009,5;9009,5;9009,5;9009,5;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2005-05-28 03:00:00;3470;2370;"non-ros";2005-05-28;1;1,46413502109705;5,38;5,5;4;7;0;0;0;0;0;108,4;107;94;122;512,58;510,5;431,8;596,9;26,36;26,1;25,8;27,2;35,08;35;34,8;35,6;37,6;38,1;33;45,6999999999998;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2006-05-20 01:00:00;3770;1910;"non-ros";2006-05-20;1;1,9738219895288;6,96;6,8;5,5;8,8;1,02;0;0;5,1;5,1;123;122;109;137;614,68;614,7;541;680,7;27;27;26,3;27,8;34,98;34,8;34,4;36,4;20,32;25,4000000000001;12,6999999999999;30,5;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2006-06-07;3510;1710;"non-ros";2006-06-07;1;2,05263157894737;NA;NA;NA;NA;0;0;0;0;0;15,2;15;0;33;68,6;50,8;33;149,9;NA;NA;NA;NA;NA;NA;NA;NA;25,4;15,2;2,6;48,2;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2010-06-07;3730;485;"non-ros";2010-06-07;1;7,69072164948454;7,4;6,4;5,4;10;0;0;0;0;0;55,8;58;36;71;291,08;302,3;203,2;358,1;26,64;26,6;25,8;27,3;27,16;27,3;24,7;27,4;40,64;45,7;25,4;50,8;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2010-10-25 03:00:00;3410;87,8;"non-ros";2010-10-25;1;38,8382687927107;2,52;2,6;0,9;3,8;16,76;0;0;73,7;83,8;0;0;0;0;0;0;0;0;18;17,7;16,7;19,1;15,12;15,2;14,8;15,2;15,74;0;0;58,4;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2011-06-24 02:00:00;4040;2370;"non-ros";2011-06-24;1;1,70464135021097;9,04;9,3;4,9;12,3;0;0;0;0;0;16,2;18;0;33;30,98;40,6;0;48,3;26,66;23,9;23,2;28,6;25,66;25,8;25;26,3;9,66;5,1;0;20,3;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2017-05-06;2970;896;"non-ros";2017-05-06;1;3,31473214285714;4,9;3,5;1,5;7,9;0;0;0;0;0;249,4;251;236;259;1311,14;1318,3;1257,3;1336;30,96;31;29,9;31,2;30,16;30,1;29,2;31,6;21,32;15,3;7,59999999999991;40,5999999999999;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2017-06-05 04:00:00;4140;2530;"non-ros";2017-06-05;1;1,63636363636364;6,46;6,7;3,2;9,3;0;0;0;0;0;108,2;109;94;119;622,78;629,9;541;688,3;30,82;31;28,6;32;31,62;31,6;31,4;32;16,26;7,60000000000036;0;38,0999999999999;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2017-06-20 01:00:00;4620;2590;"non-ros";2017-06-20;1;1,78378378378378;8,86;9,2;6,9;11,1;0;0;0;0;0;8,2;5;0;20;40,64;25,4;0;99,1;24,66;24,7;23,7;25,5;26,74;26,8;25,8;27,6;19,82;15,2;0;38,0999999999999;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2018-04-07 17:00:00;3220;226;"ros";2018-04-08;1;14,2477876106195;1,98;1,8;-2,3;7,1;8,64;0;0;25,4;43,2;121,4;122;109;130;411,5;414;398,8;416,6;7,16;7,2;6,8;7,4;14,56;14,6;12,8;17,8;11,7;5,10000000000002;5;35,6;9249;9249;9249;9249;1;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2019-06-07 02:00:00;2970;884;"non-ros";2019-06-07;1;3,35972850678733;6,62;6,5;2,9;9,3;0;0;0;0;0;86,4;89;74;97;428,74;436,9;353,1;485,1;30,98;31,2;30,1;31,7;31,6;31,6;31,3;31,9;5,6;5,09999999999991;0;12,7;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2021-10-25 08:00:00;3030;28;"non-ros";2021-10-25;1;108,214285714286;3,06;2,9;1,4;6,3;21,82;2,5;0;104,1;109,1;0,6;0;0;3;1,02;0;0;5,1;13,36;16,5;3,2;16,7;6,6;6,6;4;6,7;21,32;2,5;0;71,1;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296000;16050302;2023-06-19 03:00:00;3860;2350;"non-ros";2023-06-19;1;1,64255319148936;NA;NA;NA;NA;0;0;0;0;0;64;64;51;76;326,14;325,1;254;401,3;30,88;31;30;31,4;32,1;32,1;31,5;32,7;34,0400000000001;30,5;20,3000000000002;43,1;9249;9249;9249;9249;0;9;"1605";c(-119.4501649, 38.3796366);-119,4501649;38,3796366
"CA";10296500;16050302;1995-07-08 04:00:00;4560;2410;"non-ros";1995-07-08;1;1,89211618257261;NA;NA;NA;NA;0,25;0;0;1,25;1,25;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0,25;0;0;1,25;9009,5;9009,5;9009,5;9009,5;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;1996-05-16 11:00:00;4040;1120;"non-ros";1996-05-16;1;3,60714285714286;5,59;5,6;3,75;8,3;5,33;0;0;26,65;26,65;NA;NA;NA;NA;207,77;201,95;160;269,25;NA;NA;NA;NA;NA;NA;NA;NA;29,72;27,95;12,7;58,45;9009,5;9009,5;9009,5;9009,5;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;1997-01-01 23:00:00;3650;136;"ros";1997-01-02;1;26,8382352941176;-0,47;0,15;-5,1;2,1;35,56;17,75;1,25;82,55;177,8;NA;NA;NA;NA;475,73;481,3;458,45;490,2;NA;NA;NA;NA;NA;NA;NA;NA;15,25;3,85000000000002;0;52,1000000000001;9009,5;9009,5;9009,5;9009,5;1;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2006-05-20 05:00:00;4040;1990;"non-ros";2006-05-20;1;2,03015075376884;6,96;6,8;5,5;8,8;1,02;0;0;5,1;5,1;123;122;109;137;614,68;614,7;541;680,7;27;27;26,3;27,8;34,98;34,8;34,4;36,4;20,32;25,4000000000001;12,6999999999999;30,5;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2006-06-07 01:00:00;3570;2010;"non-ros";2006-06-07;1;1,77611940298507;NA;NA;NA;NA;0;0;0;0;0;15,2;15;0;33;68,6;50,8;33;149,9;NA;NA;NA;NA;NA;NA;NA;NA;25,4;15,2;2,6;48,2;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2010-06-06 01:00:00;4090;514;"non-ros";2010-06-06;1;7,95719844357977;6,16;6,2;4,1;8,1;0;0;0;0;0;63,8;66;48;76;326,64;330,2;256,5;381;27,04;26,9;26,6;27,8;27,34;27,3;24,8;27,6;36,58;27,9;10,2;50,8;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2011-06-24 04:00:00;3660;2150;"non-ros";2011-06-24;1;1,70232558139535;9,04;9,3;4,9;12,3;0;0;0;0;0;16,2;18;0;33;30,98;40,6;0;48,3;26,66;23,9;23,2;28,6;25,66;25,8;25;26,3;9,66;5,1;0;20,3;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2017-06-04 02:00:00;4170;2390;"non-ros";2017-06-04;1;1,74476987447699;6,54;6,8;3,2;9,3;0;0;0;0;0;114,8;117;102;127;660,38;668;586,7;729;31,34;31;28,6;32,4;31,76;31,6;31,5;32,1;14,74;5,09999999999991;0;45,7;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2017-06-20 03:00:00;4370;2430;"non-ros";2017-06-20;1;1,79835390946502;8,86;9,2;6,9;11,1;0;0;0;0;0;8,2;5;0;20;40,64;25,4;0;99,1;24,66;24,7;23,7;25,5;26,74;26,8;25,8;27,6;19,82;15,2;0;38,0999999999999;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2018-04-07 18:00:00;3730;222;"ros";2018-04-08;1;16,8018018018018;1,98;1,8;-2,3;7,1;8,64;0;0;25,4;43,2;121,4;122;109;130;411,5;414;398,8;416,6;7,16;7,2;6,8;7,4;14,56;14,6;12,8;17,8;11,7;5,10000000000002;5;35,6;9249;9249;9249;9249;1;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2023-05-24;4100;1840;"non-ros";2023-05-24;1;2,22826086956522;NA;NA;NA;NA;1,52;0;0;5,1;7,6;191,2;190;180;203;1062,72;1066,8;985,5;1122,7;31,6;32,3;28,7;32,6;32,32;32,7;31,1;33;35,56;35,5;25,3999999999999;43,2000000000003;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10296500;16050302;2023-06-19 04:00:00;4930;1940;"non-ros";2023-06-19;1;2,54123711340206;NA;NA;NA;NA;0;0;0;0;0;64;64;51;76;326,14;325,1;254;401,3;30,88;31;30;31,4;32,1;32,1;31,5;32,7;34,0400000000001;30,5;20,3000000000002;43,1;9249;9249;9249;9249;0;5;"1605";c(-119.4498872, 38.51324495);-119,4498872;38,51324495
"CA";10308200;16050201;1997-01-02 13:00:00;18900;215;"ros";1997-01-02;1;87,9069767441861;0,78;1,2;-3,7;3,8;37,08;17,8;5,1;106,7;185,4;NA;NA;NA;NA;360,18;368,3;337,8;378,5;NA;NA;NA;NA;NA;NA;NA;NA;28,46;10,1;0;109,2;8067;8067;8067;8067;1;2;"1605";c(-119.7648985, 38.7146274);-119,7648985;38,7146274
"CA";10308200;16050201;2017-01-08 17:00:00;11700;221,5;"non-ros";2017-01-09;1;52,8216704288939;-3,49;-0,75;-14,85;1,2;44,7;30,5;2,5;105,4;223,5;122,1;128;94;134,5;293,62;306,05;213,35;339,1;20,19;19,85;19,65;21,75;23,35;23,35;22,95;26,45;5,84;0;0;13,95;8098;8098;8098;8098;0;2;"1605";c(-119.7648985, 38.7146274);-119,7648985;38,7146274
"CA";10308200;16050201;2017-02-10;8380;363;"non-ros";2017-02-10;1;23,0853994490358;1,29;-0,25;-1,4;5,6;32,26;30,5;8,9;54,6;161,3;236,2;233,5;226;249;828,04;824,25;781,05;881,4;27,31;26,15;26,05;30;32,99;32,95;32,6;36,55;0,249999999999989;0;0;1,24999999999994;8098;8098;8098;8098;0;2;"1605";c(-119.7648985, 38.7146274);-119,7648985;38,7146274
"CA";10308783;16050201;2017-05-04 20:00:00;37,6;20,1;"non-ros";2017-05-05;1;1,87064676616915;4,25;4,65;1,2;6,85;0;0;0;0;0;242,1;242,5;232,5;249;1118,38;1127,8;1064,25;1158,25;31,44;31,5;30,3;32,6;36,01;36,05;35,75;38,2;24,88;25,4;11,45;35,5500000000001;8098;8098;8098;8098;0;2;"1605";c(-119.6565614, 38.7012952);-119,6565614;38,7012952
"CA";10308783;16050201;2023-05-01 18:00:00;48;17,4;"non-ros";2023-05-02;1;2,75862068965517;6,54;6,65;4,55;8,2;0;0;0;0;0;250;249;241;260,5;1307,33;1304,25;1278,9;1343,65;29,69;30;28,55;30,75;34,7;34,55;34,2;35,1;13,97;15,1999999999999;3,80000000000007;22,8;8098;8098;8098;8098;0;2;"1605";c(-119.6565614, 38.7012952);-119,6565614;38,7012952
"CA";10308783;16050201;2023-05-29 18:00:00;49,5;34,9;"non-ros";2023-05-30;1;1,41833810888252;3,09;3,1;2,5;3,6;0,5;0;0;2,5;2,5;149,1;149;139,5;158,5;833,13;834,4;772,15;890,25;37,88;37,85;37,8;38;38,97;38,95;38,9;39,05;30,47;29,1499999999999;22,8;39,4;8098;8098;8098;8098;0;2;"1605";c(-119.6565614, 38.7012952);-119,6565614;38,7012952
"CA";103087835;16050201;2023-05-15 16:00:00;18;4,2;"non-ros";2023-05-15;1;4,28571428571429;3,11;3,55;-1,5;6,4;0,5;0;0;2,5;2,5;226,6;229;217;235;1246,64;1252,2;1223;1262,4;29,58;30,1;27,85;30,75;34,96;34,6;34,2;38;17,01;19;3,85000000000002;24,1499999999999;8098;8098;8098;8098;0;2;"1605";c(-119.6591667, 38.7033333);-119,6591667;38,7033333
"CA";103087835;16050201;2023-05-17 15:00:00;17,9;8,365;"non-ros";2023-05-17;1;2,13986849970114;5,92;5,8;3,55;7,15;0,25;0;0;1,25;1,25;217,7;217;209,5;229;1221,74;1223;1184,9;1252,2;30,68;30,65;30,1;31,3;35,91;38;34,6;38,3;23,37;22,9;17,8000000000001;29,1999999999999;8098;8098;8098;8098;0;2;"1605";c(-119.6591667, 38.7033333);-119,6591667;38,7033333
"CA";103087835;16050201;2023-05-21 17:00:00;19,7;8,08;"non-ros";2023-05-22;1;2,43811881188119;7,37;7,3;5,35;8,65;0,25;0;0;1,25;1,25;192,4;191,5;181,5;204,5;1101,59;1107,45;1033,75;1159,5;35,24;34,5;32,2;37,8;38,52;38,5;38,4;38,65;32;33;25,4;40,6;8098;8098;8098;8098;0;2;"1605";c(-119.6591667, 38.7033333);-119,6591667;38,7033333
"CA";103087835;16050201;2023-05-29 18:00:00;18,5;5,89;"non-ros";2023-05-30;1;3,14091680814941;3,09;3,1;2,5;3,6;0,5;0;0;2,5;2,5;149,1;149;139,5;158,5;833,13;834,4;772,15;890,25;37,88;37,85;37,8;38;38,97;38,95;38,9;39,05;30,47;29,1499999999999;22,8;39,4;8098;8098;8098;8098;0;2;"1605";c(-119.6591667, 38.7033333);-119,6591667;38,7033333
"CA";103087855;16050201;2023-05-21 15:00:00;8,69;0,25;"non-ros";2023-05-21;1;34,76;7;6,8;5,35;8,5;0,25;0;0;1,25;1,25;198;198;186,5;209,5;1131,82;1132,85;1074,4;1184,9;33,77;32,75;31,3;37,8;38,45;38,45;38,3;38,6;32;31,75;24,15;40,6;8098;8098;8098;8098;0;3;"1605";c(-119.6566667, 38.7058333);-119,6566667;38,7058333
"CA";103087865;16050201;2023-05-01 17:00:00;4,35;0,67;"non-ros";2023-05-02;1;6,49253731343283;6,54;6,65;4,55;8,2;0;0;0;0;0;250;249;241;260,5;1307,33;1304,25;1278,9;1343,65;29,69;30;28,55;30,75;34,7;34,55;34,2;35,1;13,97;15,1999999999999;3,80000000000007;22,8;8098;8098;8098;8098;0;10;"1605";c(-119.6622222, 38.70555556);-119,6622222;38,70555556
"CA";103087865;16050201;2023-05-18 19:00:00;6,04;1,76;"non-ros";2023-05-19;1;3,43181818181818;6,53;6,1;5,3;7,75;0,25;0;0;1,25;1,25;208,5;209,5;198;217;1181,86;1184,9;1132,85;1223;31,56;31,3;30,6;32,8;38,27;38,3;38;38,45;28,95;25,4000000000001;15,2500000000001;35,55;8098;8098;8098;8098;0;10;"1605";c(-119.6622222, 38.70555556);-119,6622222;38,70555556
"CA";103087889;16050201;2023-04-29 18:00:00;21,9;7,83;"non-ros";2023-04-30;1;2,79693486590038;4,42;4,55;0,65;7,8;0;0;0;0;0;258,8;260,5;249;266,5;1342,39;1343,65;1304,25;1376,7;29,06;28,95;28,3;30,4;34,44;34,3;33,95;34,55;15,49;15,1999999999999;7,59999999999991;22,85;8098;8098;8098;8098;0;2;"1605";c(-119.6630556, 38.7108333);-119,6630556;38,7108333
"CA";103087889;16050201;2023-05-21 16:00:00;28,8;11,3;"non-ros";2023-05-21;1;2,54867256637168;7;6,8;5,35;8,5;0,25;0;0;1,25;1,25;198;198;186,5;209,5;1131,82;1132,85;1074,4;1184,9;33,77;32,75;31,3;37,8;38,45;38,45;38,3;38,6;32;31,75;24,15;40,6;8098;8098;8098;8098;0;2;"1605";c(-119.6630556, 38.7108333);-119,6630556;38,7108333
"CA";10308789;16050201;2023-05-21 16:00:00;143;50,5;"non-ros";2023-05-21;1;2,83168316831683;7;6,8;5,35;8,5;0,25;0;0;1,25;1,25;198;198;186,5;209,5;1131,82;1132,85;1074,4;1184,9;33,77;32,75;31,3;37,8;38,45;38,45;38,3;38,6;32;31,75;24,15;40,6;8098;8098;8098;8098;0;3;"1605";c(-119.6601726, 38.7168505);-119,6601726;38,7168505
"CA";10308789;16050201;2023-05-29 17:00:00;104;43,8;"non-ros";2023-05-30;1;2,37442922374429;3,09;3,1;2,5;3,6;0,5;0;0;2,5;2,5;149,1;149;139,5;158,5;833,13;834,4;772,15;890,25;37,88;37,85;37,8;38;38,97;38,95;38,9;39,05;30,47;29,1499999999999;22,8;39,4;8098;8098;8098;8098;0;3;"1605";c(-119.6601726, 38.7168505);-119,6601726;38,7168505
"CA";103087891;16050201;2017-05-06 13:00:00;1,7;0,5;"non-ros";2017-05-06;1;3,4;6,16;5;3,3;10,2;0;0;0;0;0;238;238,5;226;246,5;1093,49;1096,05;1033,8;1145,55;32,02;32,25;30,55;33,2;36,1;36,15;35,9;38,35;27,94;26,6999999999999;19;35,6000000000001;8098;8098;8098;8098;0;9;"1605";c(-119.648611, 38.7086111);-119,648611;38,7086111
"CA";103087891;16050201;2019-04-08 17:00:00;1,61;0,3;"non-ros";2019-04-09;1;5,36666666666667;0,4;0,5;-2,65;4,1;1,78;0;0;5,1;8,9;251,7;253;245;256,5;1030,99;1031,25;1024,9;1036,3;16,7;16,75;16,15;17,3;17,88;18;17,4;18,05;4,56999999999997;1,29999999999995;0;15,2;8098;8098;8098;8098;0;9;"1605";c(-119.648611, 38.7086111);-119,648611;38,7086111
"CA";103087891;16050201;2023-05-01 18:00:00;2,4;1,12;"non-ros";2023-05-02;1;2,14285714285714;6,54;6,65;4,55;8,2;0;0;0;0;0;250;249;241;260,5;1307,33;1304,25;1278,9;1343,65;29,69;30;28,55;30,75;34,7;34,55;34,2;35,1;13,97;15,1999999999999;3,80000000000007;22,8;8098;8098;8098;8098;0;9;"1605";c(-119.648611, 38.7086111);-119,648611;38,7086111
"CA";103087891;16050201;2023-05-21 16:00:00;2,4;1,02;"non-ros";2023-05-21;1;2,35294117647059;7;6,8;5,35;8,5;0,25;0;0;1,25;1,25;198;198;186,5;209,5;1131,82;1132,85;1074,4;1184,9;33,77;32,75;31,3;37,8;38,45;38,45;38,3;38,6;32;31,75;24,15;40,6;8098;8098;8098;8098;0;9;"1605";c(-119.648611, 38.7086111);-119,648611;38,7086111
"CA";10308792;16050201;2017-01-08 21:00:00;158;0,18;"non-ros";2017-01-09;1;877,777777777778;-3,49;-0,75;-14,85;1,2;44,7;30,5;2,5;105,4;223,5;122,1;128;94;134,5;293,62;306,05;213,35;339,1;20,19;19,85;19,65;21,75;23,35;23,35;22,95;26,45;5,84;0;0;13,95;8098;8098;8098;8098;0;3;"1605";c(-119.6454497, 38.73573925);-119,6454497;38,73573925
"CA";10308792;16050201;2017-02-09 23:00:00;118;1,78;"non-ros";2017-02-10;1;66,2921348314607;1,29;-0,25;-1,4;5,6;32,26;30,5;8,9;54,6;161,3;236,2;233,5;226;249;828,04;824,25;781,05;881,4;27,31;26,15;26,05;30;32,99;32,95;32,6;36,55;0,249999999999989;0;0;1,24999999999994;8098;8098;8098;8098;0;3;"1605";c(-119.6454497, 38.73573925);-119,6454497;38,73573925
"CA";10308792;16050201;2023-03-10 08:00:00;145;2,63;"non-ros";2023-03-10;1;55,1330798479087;-9,06;-9,35;-10,75;-7,6;14,23;8,9;1,25;39,35;71,15;353,6;354,5;346,5;359,5;1220,47;1228,1;1187,45;1238,25;17,44;17,45;17,4;17,5;20,84;20,85;20,75;21;0;0;0;0;8098;8098;8098;8098;0;3;"1605";c(-119.6454497, 38.73573925);-119,6454497;38,73573925
"CA";10308792;16050201;2023-05-21 16:00:00;176;67,2;"non-ros";2023-05-21;1;2,61904761904762;7;6,8;5,35;8,5;0,25;0;0;1,25;1,25;198;198;186,5;209,5;1131,82;1132,85;1074,4;1184,9;33,77;32,75;31,3;37,8;38,45;38,45;38,3;38,6;32;31,75;24,15;40,6;8098;8098;8098;8098;0;3;"1605";c(-119.6454497, 38.73573925);-119,6454497;38,73573925
"CA";10308794;16050201;2017-01-08 17:00:00;340;1,38;"non-ros";2017-01-09;1;246,376811594203;-3,49;-0,75;-14,85;1,2;44,7;30,5;2,5;105,4;223,5;122,1;128;94;134,5;293,62;306,05;213,35;339,1;20,19;19,85;19,65;21,75;23,35;23,35;22,95;26,45;5,84;0;0;13,95;8098;8098;8098;8098;0;5;"1605";c(-119.6454497, 38.73573925);-119,6454497;38,73573925
